Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Afghanistan,Child dependency ratio,Total,2018,79.3191041485742,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Child dependency ratio,Total,2019,77.3460364370826,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Child dependency ratio,Total,2020,75.3176000821974,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1970,4.96129568798583,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1971,5.00111629476135,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1972,5.01091826480702,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1973,4.99411827273987,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1974,4.95526308673499,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1975,4.89740363093231,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1976,4.9373338963561,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1977,4.94204765207956,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1978,4.91066885439596,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1979,4.84273094278343,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1980,4.73813931653346,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1981,4.80153914635044,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1982,4.81344741696952,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1983,4.76665562333316,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1984,4.6532012418025,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1985,4.46235533431779,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1986,4.54390659041162,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1987,4.59713388385356,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1988,4.61577315451015,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1989,4.59043164384095,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1990,4.51391937459857,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1991,4.52626095604166,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1992,4.553974604279,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1993,4.60053901419387,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1994,4.66694441394832,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1995,4.75444371223932,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1996,4.78072486804877,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1997,4.78426902812721,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1998,4.7686319859694,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,1999,4.7379165587265,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,2000,4.69519321997005,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,2001,4.64552610281231,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,2002,4.59443954509793,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,2003,4.54573190378674,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,2004,4.50145060961797,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,2005,4.46275392072213,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,2006,4.52540370973119,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,2007,4.57764096673959,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,2008,4.62206564556526,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,2009,4.66323306542468,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,2010,4.70389257344101,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,2011,4.71444266761549,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,2012,4.72331296164288,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,2013,4.7276805906515,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,2014,4.72292752011105,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,2015,4.70831493420472,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,2016,4.73579409434779,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,2017,4.75071232115616,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,2018,4.75807729960407,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,2019,4.76353465436779,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Old age dependency ratio,Total,2020,4.77065941619773,Units,%,,,,,,"235 countries including less than 90K countries from WPP2019, manually calculated from age structure for UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1970,11.643,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1971,12.021,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1972,12.41,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1973,12.809,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1974,13.219,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1975,13.641,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1976,14.074,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1977,14.517,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1978,14.973,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1979,15.442,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1980,15.995,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1981,16.562,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1982,17.147,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1983,17.747,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1984,18.365,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1985,18.997,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1986,19.647,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1987,20.314,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1988,20.998,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1989,21.088,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1990,21.177,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1991,21.266,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1992,21.355,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1993,21.444,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1994,21.534,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1995,21.624,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1996,21.714,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1997,21.805,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1998,21.895,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,1999,21.986,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,2000,22.078,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,2001,22.169,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,2002,22.261,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,2003,22.353,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,2004,22.5,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,2005,22.703,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,2006,22.907,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,2007,23.113,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,2008,23.32,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,2009,23.528,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,2010,23.737,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,2011,23.948,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,2012,24.16,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,2013,24.373,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,2014,24.587,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,2015,24.803,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,2016,25.02,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,2017,25.25,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,2018,25.495,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,2019,25.754,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,Share of urban population,Total,2020,26.026,Units,%,,,,,,"233 countries from WUP2018, used WPP2019 total population data when calculating UNICEF aggregation",,UNPD2019,,,,,,
Afghanistan,"Net migration rate (per 1,000 population)",Total,1970,-0.335,Units,Per 1000 population,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by total population from WPP2019, middle year in the period",,UNPD2019,,,,,1970-1975,
Afghanistan,"Net migration rate (per 1,000 population)",Total,1975,-17.722,Units,Per 1000 population,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by total population from WPP2019, middle year in the period",,UNPD2019,,,,,1975-1980,
Afghanistan,"Net migration rate (per 1,000 population)",Total,1980,-52.898,Units,Per 1000 population,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by total population from WPP2019, middle year in the period",,UNPD2019,,,,,1980-1985,
Afghanistan,"Net migration rate (per 1,000 population)",Total,1985,-25.057,Units,Per 1000 population,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by total population from WPP2019, middle year in the period",,UNPD2019,,,,,1985-1990,
Afghanistan,"Net migration rate (per 1,000 population)",Total,1990,40.316,Units,Per 1000 population,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by total population from WPP2019, middle year in the period",,UNPD2019,,,,,1990-1995,
Afghanistan,"Net migration rate (per 1,000 population)",Total,1995,-8.923,Units,Per 1000 population,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by total population from WPP2019, middle year in the period",,UNPD2019,,,,,1995-2000,
Afghanistan,"Net migration rate (per 1,000 population)",Total,2000,6.411,Units,Per 1000 population,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by total population from WPP2019, middle year in the period",,UNPD2019,,,,,2000-2005,
Afghanistan,"Net migration rate (per 1,000 population)",Total,2005,-7.632,Units,Per 1000 population,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by total population from WPP2019, middle year in the period",,UNPD2019,,,,,2005-2010,
Afghanistan,"Net migration rate (per 1,000 population)",Total,2010,3.282,Units,Per 1000 population,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by total population from WPP2019, middle year in the period",,UNPD2019,,,,,2010-2015,
Afghanistan,"Net migration rate (per 1,000 population)",Total,2015,-1.716,Units,Per 1000 population,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by total population from WPP2019, middle year in the period",,UNPD2019,,,,,2015-2020,
Afghanistan,"Net migration rate (per 1,000 population)",Total,2020,-1.455,Units,Per 1000 population,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by total population from WPP2019, middle year in the period",,UNPD2019,,,,,2020-2025,
Afghanistan,Infant mortality rate,Total,1970,200.897473114512,,Deaths per 1000 live births,Normal value,,177.476744499597,230.410260430901,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1971,197.079030738162,,Deaths per 1000 live births,Normal value,,174.004076083675,226.216698000504,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1972,193.364641604258,,Deaths per 1000 live births,Normal value,,170.846224667809,221.680187106167,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1973,189.43761646052,,Deaths per 1000 live births,Normal value,,167.875102474131,217.24432793786,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1974,185.474612948182,,Deaths per 1000 live births,Normal value,,164.493303702971,212.512520443015,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1975,181.547342890074,,Deaths per 1000 live births,Normal value,,161.128902529344,207.4740524599,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1976,177.578846726204,,Deaths per 1000 live births,Normal value,,158.010508665412,202.59906832445,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1977,173.486293933956,,Deaths per 1000 live births,Normal value,,154.729693905054,197.350971949292,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1978,169.414457116517,,Deaths per 1000 live births,Normal value,,151.316577861752,192.262380603529,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1979,165.257378808292,,Deaths per 1000 live births,Normal value,,147.950062561491,187.470800356741,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1980,161.028131999283,,Deaths per 1000 live births,Normal value,,144.576551313053,182.627376275888,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1981,156.763436466484,,Deaths per 1000 live births,Normal value,,141.215168218346,177.617868997062,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1982,152.481638788268,,Deaths per 1000 live births,Normal value,,137.890504448564,172.377147898673,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1983,148.35414365997,,Deaths per 1000 live births,Normal value,,134.430965877168,166.936027593561,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1984,144.32160472034,,Deaths per 1000 live births,Normal value,,131.13760499012,161.637062865922,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1985,140.257603572434,,Deaths per 1000 live births,Normal value,,127.845026284564,156.418136946411,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1986,136.247093549757,,Deaths per 1000 live births,Normal value,,124.421796549879,150.860560301068,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1987,132.206226521333,,Deaths per 1000 live births,Normal value,,121.071504540593,145.685843744936,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1988,128.186355263942,,Deaths per 1000 live births,Normal value,,117.87703180008,140.61606842931,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1989,124.241299768829,,Deaths per 1000 live births,Normal value,,114.496910862605,135.673248721258,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1990,120.390071931463,,Deaths per 1000 live births,Normal value,,111.232297149824,130.855402488187,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1991,116.779811590041,,Deaths per 1000 live births,Normal value,,108.247450768155,126.194574573505,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1992,113.295508092447,,Deaths per 1000 live births,Normal value,,105.159060700723,121.95465892956,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1993,109.929866397398,,Deaths per 1000 live births,Normal value,,102.202990913698,118.127777683494,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1994,106.733449648519,,Deaths per 1000 live births,Normal value,,99.2702418865162,114.577851298819,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1995,103.72126852771,,Deaths per 1000 live births,Normal value,,96.4847563312258,111.253436408395,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1996,100.834480414544,,Deaths per 1000 live births,Normal value,,93.91341750955,108.030335810996,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1997,98.0648595923736,,Deaths per 1000 live births,Normal value,,91.4502640411573,105.019719964386,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1998,95.3481969639055,,Deaths per 1000 live births,Normal value,,89.0873289214872,102.229514336389,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,1999,92.7278907036256,,Deaths per 1000 live births,Normal value,,86.6946134934487,99.4718826217066,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,2000,90.1540712655291,,Deaths per 1000 live births,Normal value,,84.3791827353624,96.6176853890796,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,2001,87.5605355979297,,Deaths per 1000 live births,Normal value,,82.0252198118469,93.8612357355594,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,2002,84.9317621551229,,Deaths per 1000 live births,Normal value,,79.5448218493332,91.1347745609558,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,2003,82.3004225756457,,Deaths per 1000 live births,Normal value,,77.0915441920322,88.2987481567351,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,2004,79.6460076034651,,Deaths per 1000 live births,Normal value,,74.6651249138169,85.4200303870915,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,2005,76.9887804925366,,Deaths per 1000 live births,Normal value,,72.1453159075763,82.4731551754277,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,2006,74.3127785699193,,Deaths per 1000 live births,Normal value,,69.6093789809895,79.6406438522427,,,,UN_IGME,,,,,,Total
Afghanistan,Infant mortality rate,Total,2007,71.660270206398,,Deaths per 1000 live births,Normal value,,67.074494341652,76.7903265660584,,,,UN_IGME,,,,,,Total
